AYPY,POM,杰克逊斯机场,147.218,-9.442,PG,巴布亚新几内亚,,,,,,
ZSLY,LYI,临沂/沭埠岭,118.412,35.048,CN,中国,本机场位于临沂市东侧7千米处，东、南、北方向均为平原，地势平坦。205国道由机场西侧约1千米通过，进场路与之相联。西2千米是沂河，跑道北端是东北至西南走向的兖石铁路，交通方便。目视参照明显。春季（3？5月）：偶有偏东或西南大风，伴有扬沙和浮尘，影响能见度，冷空气活动频繁，若有较冷空气南下，会造成强降温和冰雹。夏季（6？8月）：多偏东风，由于南方暖湿气流影响，经冷空气抬升造成降水，并伴有雷暴短时大风和冰雹，雨后清晨有大雾，抬升后易形成低云，但持续时间不长。秋季（9？11月）：多晴好天气，偶有烟幕影响能见度。冬季（12？2月）：受强大干冷蒙古大陆高压控制，多东北风，少雾，偶有风沙，冷峰过后，常出现强降温。,,,,,
ZSNB,NGB,宁波/栎社,121.465,29.825,CN,中国,本地区地势为西部高，东部低。以机场为中心：北有余姚江、肖甬铁路；东北10千米为市区，在15千米处有庄桥机场相邻；东临东海、舟山群岛；南依象山港、三门湾，紧挨奉化江；西靠西明山、天台山区。栎社机场位于东海之滨，长江三角洲的东南隅，地处宁绍平原，主要受季风环流影响，处在北亚热带季风环流区，属海洋性湿润季风气候。本场常年受海洋性气候影响，气候温和湿润，气温适中，酷热与严寒期不长，四季分明，雨量充沛。春季天气转换快，阴雨天较多，伴随着阴雨天产生的低云、低能见度较多，天气不稳定时也有雷雨产生；夏季盛行偏南风，潮湿、闷热，多对流天气，多台风活动，降水量大，是一年中灾害性天气最频繁的季节且影响较大；秋季气候相对凉爽，温差大，但有时也出现秋老虎现象，初秋时台风、对流活动仍比较频繁，深秋晨晚多烟雾，能见度差；冬季盛行偏北风，气温明显下降，常受冷空气侵袭，有时有寒潮天气过程。雨势相对较弱，早晨多雾，当冷空气过境时，多伴有低云和降水出现，云中常有结冰。影响航空器及飞行活动的天气形势和天气要素主要有春季静止锋、切变线、气旋等天气系统造成的低云、低能见度、大风；夏季对流天气、台风等造成的强降水、大风、低云、对流云、低能见度；秋季的烟雾；冬季弱天气系统控制下的恶劣能见度及冷锋过境时伴随的大风、降温、低云、低能见度等。,,,,,
ZSNJ,NKG,南京禄口机场,118.862,31.742,CN,中国,南京禄口机场位于丘陵地带，高程一般在15-20米之间。由西南向东北逐渐由山地转化为秦淮河漫滩区。跑道西南方向离跑道中心线南8.2千米处有横山山系，其中凉冒顶高459米。跑道东北端向东1.4千米处为秦淮河，西南端向西0.6千米处为横溪河。本机场数北亚热带季风气候区，四季分明，年平均气温15.5度，平均降水量1070毫米。    全年中，最热月份为7月，平均气温28.4度，平均最高气温32.3度，年平均高温天书13天，极端最高气温40.6度。最冷月份为1月，平均气温2.1度，极端最低气温曾达-17.9度。最大风速（十分钟平均）27.6米/秒，阵风大于40米/秒。    大雾数日从五十年代至今呈上升趋势，年平均大雾日数1986-1995年为45.6天。雷暴日数呈下降趋势，1986-1995年平均雷暴日数为29.2天，占全年暴雨的65%。,,,,,
ZSNT,NTG,南通/兴东,120.98,32.07,CN,中国,本场靠江临海，地势平坦，属长江三角洲平原。西南16千米处有狼山，高度142米，军山最高点为118米，黄泥山29.3米，马鞍山49.4米，剑山95米，五山首尾连接距离为4KM。机场周围地势低平，海拨高2？4米，机场南有长江和军山，地标明显易辩。春季气温冷暖多变，阴雨天多，日照少；夏季先梅雨后伏旱；冬季微寒少雨。南通地区气候多变。全年盛行东风，夏半年多东南风，冬半年多西北风。年最大风速26.3米/秒，最大风速曾达30.4米/秒；台风出现在5？10月，雾：年平均40？60天，夜间起，次日晨0900时消失。,,,,,
ZSOF,HFE,合肥新桥国际机场,117.298,31.78,CN,中国,本机场地形平坦，北约10千米有合肥市，东北20千米处有合肥至巢湖铁路，东南8千米处有巢湖，西北方向1.1千米处312国道穿越跑道延长线，西北113.8千米处有孤立的大蜀山，地标明显易见。春季（3-5月）：由于冷暖空气活动频繁，天气多变，4、5月间有大风和强雷雨出现。夏季（6-8月）：6-7月上旬为梅雨期，7-8月多雷暴，常伴有大风而且风向多变，雷暴出现的方向多从西和东南方向移来影响本场。秋季（9-11月）秋高气爽，好天气多，但11月出现低于1.5千米的能见度次数较多。冬季（12、1、2月）：天气多晴朗，偏北风，对飞行有影响的低于100米的低云多出现在12月，能见度小于1.5千米的天气多在12月和1月，影响能见度的天气主要是雾，尤其是在东南风情况下，由巢湖方向移来的平流雾对本场影响较大。,,,,,
ZSPD,PVG,上海浦东国际机场,121.792,31.143,CN,中国,浦东机场位于上海市的东南面，东临东海，周围地形平坦、开阔，净空条件良好。位于机场西北11公里处有川沙镇交通银行大楼天线，高117.1米和位于机场西南面11公里处的惠南镇电视塔，高112米，其他高大建筑物均在27公里之外，其中有位于机场西北30.3公里的东方明珠天线顶，高达465.9米。10月至竖年5月多雾，多出现在后半夜到早晨，日出后1-2小时开始消散；春季多平流雾，一天中任何时间均可出现，以夜晚到早晨的平流雾最浓。11月至竖年6月多低云，云高常达150米或以下，有时可低于90米。 6月至9月多雷暴，以7、8月最多，一般出现在午后到上半夜，强雷暴时常伴有大风和暴雨，风速可达8级或以上，暴雨时常出现低能见度。7-9月受台风侵袭，尤以8月最甚，受其影响最大风速可达10级以上。冬季多西北风，夏季多东南风；年均大风日13.6天，年最多大风日34天（1996年），大风风速一般8-9级，最大可达10级。,,,,,
ZSQD,TAO,青岛流亭机场,120.373,36.267,CN,中国,本机场位于山东半岛南部，胶州湾东岸，胶济铁路与沙河交叉口处。机场东部和南部为丘陵地带（崂山余脉），最高峰崂山位于机场114度、24KM处，标高为1250米（实测）。  本地区四季分明，气候温和，雨量适中，危机飞行的特殊天气较少。春季（3-5月）：由于冷暖空气交替，常有大风、浮尘、平流雾、低云出现。云高200-300M，夏季（6-8月）：平流雾、低云盛行，雷雨较多，降雨量集中。秋季（9-11月）：天气晴好，有时早晨有辐射雾，其程度和持续时间不会太长。冬季（12-2月）：北风盛行，降水稀少，气候较冷。,,,,,
ZSQZ,JJN,泉州/晋江,118.588,24.798,CN,中国,本机场周围为起伏丘陵地带，西、北两面群山连绵，东南面也有300米以上的小山。东南濒临台湾海峡，东距泉州湾仅4千米，金门岛屿在跑道中线南端延长线上，最近处仅35千米。机场东面地形较为平坦，净空条件较好。机场处于副热带区，距海很近，空气湿润，多低云，冬季低于300米的碎云较多，除少数几天海雾和辐射雾影响视程外，能见度较好。在海峡地形的影响下，风速比较大，多东北风和西南风，大于45°的侧风不多。由于海洋空气的调节，冬季温和，夏不甚热，历年最低气温-1.8°C，最高气温38.1°C。3？6月份为雨季，多雷雨，复杂气象较多，云底高多在500米以下，地面多南风。由于海雾影响，早上九点前能见度常小于4千米。春、夏交界，从围头湾方向吹来碎云，范围小，高度低（200？400米），云量变化大，来去匆匆，人们称为“野马云”，对飞行安全威胁很大。6？9月份是台风季节，台风最早出现在6月份，晚至10月份止，地面多东南风，风速一般10？15米/秒，最大达30米/秒左右。10月至次年3月份雨量较少，多晴天，地面以东北风为主。历年可飞天数：复杂气象平均156天，简单气象平均58天。,,,,,
ZSSS,SHA,上海虹桥机场,121.335,31.198,CN,中国,本机场位于上海市西面，周围地形平坦，净空条件良好，机场西南18千米处有佘山、高140米，西19千米处有广播电台天线、高120米，东16千米处有东方明珠天线、高469米，其他高大障碍物均在市内。虹桥机场位于中纬度地区，地处我国东南沿海长江入海口，属热带季风气候，并具有海洋性气候特点。全年气候温和、湿润，雨量充沛。冬夏寒暑交替，四季分明。全年风向有明显季节性变化的特点。其气候特点为：春季多雨，夏季闷热，秋高气爽，冬季湿冷。春季(3？5月)：春季多连阴雨，多雾日(有时是平流雾)，多低云。骤冷骤热，天气多变。春季的低云低能见度对飞行影响较大。夏季(6？8月)：初夏多阴雨，为长江流域梅雨期。盛夏高温，多雷暴，多阵性降水，此外夏季还经常受到台风、暴雨、雷电等灾害性天气的侵袭，对飞行影响较大。秋季(9？11月)：秋高气爽，天高云淡，是飞行的最好季节。初秋多雨，仲秋后多晴天，深秋早晨多轻雾和大雾，深秋的浓雾对进出港飞机影响较大。冬季(12？2月)：天气寒冷，时有寒潮侵袭，造成偏北大风和冻害。早晨多浓雾，此外12月、1月的大雾，形成时间早，浓度大，范围广，持续时间长，对飞行影响较大。,,,,,
ZSTX,TXN,黄山/屯溪,118.255,29.733,CN,中国,本机场位于黄山市屯溪西北5.5千米处，北1千米处有率水河。南6千米处有新安江水库，四周均为山区，地形较复杂，东北4千米以外山区海拔高在240米以上，西5千米以外山区海拔高度在300米以上，其它方向5千米以内山区由高转低。1千米以上的高山，环绕机场周围。属湿润的季风气候，温度年平均17.4℃，极端最高达39.7℃，极端最低达-16.5℃，相对湿度年平均达73.5％，常年风速较小，大雾日较多。春季：多低云低能见度，云底高一般在300米左右，最低可达100米。夏季：6？7月上旬为梅雨季节，多阴雨天气，7？8月多气团雷雨，一般出现在午后对流旺盛的情况下，常伴有阵风，多出现在本场西南和南部。秋季：秋高气爽，天气较好，但深秋以后早上多辐射雾，能见度常小于1000米。冬季：早上多辐射雾持续时间4？6小时，能见度往往小于1000米，对飞行影响较大。,,,,,
ZSWF,WEF,潍坊,119.118,36.647,CN,中国,机场位于山东半岛中部，北临渤海湾，处于胶济铁路与206国道交汇处南侧。机场区域内西南角为山区，其余地势较为平坦。地势南高北低，坡度为2%，最高峰（大纪山）位于机场243°、36.5千米处，标高为469米。11月至翌年3月多辐射雾，一般出现在后半夜到早晨，日出后2？3小时消散。6月至8月多平流雾，常伴有东南平流碎云，一般出现在4至10时 ，有时云雾连成一片，天顶不可辩。11月至翌年2月多偏北大风，常有扰动低云和阵雨。3月至5月偏北和偏南大风交替出现，常伴有风沙浮尘。最大风速可达20至25米/秒。5月至9月多雷雨，以7、8月最多，一般出现在午后至半夜，有时伴有雷雨、冰雹和大风，短时风速可达30米/秒以上。6月底至9月初为雨季，多阴雨。最多风向12月至翌年2月为西北风，其余各月均为南风。,,,,,
ZSWH,WEH,威海/大水泊,122.228,37.187,CN,中国,机场位于山东半岛东部的丘陵地带，三面临海，空域宽阔，净空条件良好。威海机场春季天气晴朗、干燥，南北风交替出现；6月至8月，常有海雾，形成低云低能见度；9月、10月天高气爽，天气较好；11月至翌年3月多偏北大风，受南下冷空气影响常出现云底高600？ 800米的低云，有时伴有阵雪，能见度小于1千米。,,,,,
ZSWX,WUX,无锡/硕放,120.428,31.495,CN,中国,飞行空域设在沪宁铁路两侧，是湖泊密布，江河交错的水网地带，西南部接近浙皖山区边缘，北有长江，西濒太湖。靠近机场的无锡市和望亭发电厂地标和灯光极为明显，净空条件较好。春季（3？5月）：低碎云天气，同时有初雷出现，经常受望亭电厂烟尘影响。夏季（6？9月）：6月到7月处为梅雨季节，出梅后至9月为盛夏，午后常有对流云发展。秋季（10？11月）：秋高气爽，少云晴空天气多。冬季（12？2月）：北到西北风为主，大雾天气多。,,,,,
ZSWY,WUS,武夷山机场,118,27.702,CN,中国,机场位于武夷山麓，群山环抱，奇峰林立。武夷山脉主峰黄岗山在机场西北方向，高达2157米，机场地势北高南低，跑道东侧有崇溪河，西有武夷山市至建阳的公路。本机场水气充沛、多云雨。春季多阴雨天气，常有积雨云。夏季早晨常有碎云，午后多雷暴，雷雨时常伴有大风，午前和夜间多晴天，早晨常有轻雾影响能见度。冬季常是晴阴天气相间出现，早晨常有大雾。,,,,,
ZSWZ,WNZ,温州龙湾国际机场,120.852,27.913,CN,中国,机场位于温州市东南21千米，东部为东海，海岸线明显，大致方向030°？210°，西面为山区，北部2千米处为瓯江入海口，江中温州岛（灵昆岛）明显，14.14千米微波铁塔高154米，9.25千米发电厂烟囱高226米。机场地处海滨（离海1千米），属亚热带气候，四季分明，冬暖夏凉。无霜期长，雨量充沛，空气湿润，日照充足，能见度好。受海陆风影响，风的日变化显著。冬春两季：（11？4月）冷空气多从东路南下，多北到东北风，一般无降雪。辐射雾以12？1月为最多，平流雾以3、4月为最多，月平均3？5次。3、4月天气转换较快，降水日增多，且始有春雨。夏秋两季（5？10月）以偏南风为最多，梅雨期5？6月，台风盛行期7？9月，为二个降雨高峰。雷暴多发生在7？8月间。由于机场靠近海边，受海陆风环流影响，天气比温州市区及西部山区要少雷雨，多日照，能见度好。,,,,,
ZSXZ,XUZ,徐州/观音,117.557,34.06,CN,中国,本机场位于徐州市东南41.5公里处，北有陇海铁路东西走向，西有京沪铁路南北走向，东有京杭大运河南北走向，半径10公里之内无高山，地形为废黄河高漫滩，地势较为平坦，地面自然标高为35.40？34.20米，由西北向东南延伸。徐州地区系暖温带季风气候，四季分明，其特点：春季（3？5月）：冷暖空气活跃，锋面活动频繁，天气变化迅速，阴晴交替出现，但云层稳定。全季以东风偏多，干燥少雨，平均降水量为156mm。冷空气南下时，从黄土高原带来浮尘，使空中能见度变差，对飞行影响较大。夏季（6？8月）：受太平洋高压影响，天气闷热潮湿，多雷阵雨和低碎云天气，雷雨时往往产生7？8级的大风，低云高度常在200米以下，黎明前后生成，中午前后转为对流云，全季平均降水量486mm。秋季（9？11月）：气温凉爽，多晴日，偏北风增多。9月上、下旬仍有强降水天气，10月雷期基本终止，降水明显减少，全季平均降水量170mm。冬季（12？次年2月）：寒冷干燥，多偏北风，早晚多受雾影响，地面偶有大风。季平均降水46mm，多以雨或雨夹雪的形式出现。,,,,,
ZSYA,YTY,扬州/泰州,119.719,32.563,CN,中国," ",,,,,
ZSYN,YNZ,盐城,120.202,33.427,CN,中国,本机场北靠苏北灌溉渠，西临洪泽湖、高邮湖、大运河，南临兴化荡，东临黄海。中间贯穿通榆公路、运河及新泽河，地形平坦，净空条件良好。盐城机场处于付热带季风气候的北缘，季风盛行，四至八月多东南风，九至次年三月多西北到东北风。全年风向以东北和东南为最多。雨量充沛，多集中在七、八月份，春季多低碎云和大风。春季（3？5月）：暖气上升，降水增多，有阴雨连绵过程，开始出现雷暴，易出现大风、冰雹、大雾和浮尘。夏季：（6？8月）：梅雨显著，多在六月下旬至七月中旬，高温、潮湿、多雷暴，雨量集中，间有暴雨；梅雨结束即进入盛夏，气温剧升，平均气温在28°C左右，最高可达38°C以上。夜半至早晨往往有非降水性碎云从偏东方向来，以七、八月为最多，这种碎云高度低、移动快，生消迅速，对飞行安全威胁很大。台风多集中在八、九月份，年平均1？2次，伴有雷雨，大风和低云。冬季（12？2月）：有周期性寒潮侵袭，月平均1？2次，寒潮来时多出现西北大风，一般15？20米/秒，有时可达20米/秒以上。寒潮过后天晴风息，常有严重冰冻。降雪多集中在1？2月份，积雪平均日数每年16天，积雪厚度1？3厘米。,,,,,
ZSYT,YNT,烟台/莱山,121.37,37.4,CN,中国,机场周围多山，但在北、南两个方向则有天然缺口使机场成为长形盆地，跑道两端净空尚好。飞行区域的三分之二为陆地、丘陵、山区。其余三分之一为海面，有少量岛屿。本场为温带季风型大陆性气候，四季变化和季风进退都比较明显。春季（3？5月）：偏南大风，时有南来平流海雾、低云，雨水少，回暖迅速，气候干燥，扬沙、浮尘造成恶劣能见度。夏季（6？9月）：气温高，湿度大，多雷阵雨，雨量集中，是暴雨盛行季节。雷暴日数可达15？25天，占全年的70？90%，雷暴常带来短时阵雨和暴雨，对飞行安全影响较大。秋季（9？11月）：气温骤降，降水明显减少，多秋高气爽天气，但偶尔早晨有平流辐射雾，是适合飞简单气象大好季节。冬季（11？2月）：北风强盛，降水少，气候寒冷。寒潮爆发时，多有从渤海来的冷流低云（云底高600？1000米，云顶1000？2000米），往往伴有阵雪，云底高迅速降到300？500米，使飞行受到很大影响。,,,,,
ZSYW,YIW,义乌机场,120.032,29.345,CN,中国,机场区域内东西部均为山区，中间贯穿着浙赣铁路，铁路两侧地势较为平坦。显著地标有位于机场东南约20千米处的东阳县城；西南约50千米处的金华市；西北约20千米处的浦江县城。区域内贯穿着东北西南走向的东阳江；西面有南北走向的富春江。机场区域内的山高均在海拔600米以上，最大标高为1500米。冬季多为东北风，夏季多为西北风，三至六月间阴雨天气较多，七至八月间多雷暴天气，一般在午后至上半夜出现，秋季早晨多雾，能见度较差。夏季最高气温可达40.9°C，冬季最低气温可达-12°C。,,,,,
ZSZS,HSN,舟山/普陀山,122.362,29.935,CN,中国,本机场处于海岛，岛屿较多。较大的岛屿有舟山、金塘山、长涂岛、巨山、泗礁等，岛上多为山丘。本机场处于浙江东部沿海朱家尖岛，受北亚热带海洋型季风气候的影响，全年四季分明，属典型的海洋性气候。1、风向风速：一年四季风向随季节变化明显。冬季（11月-翌年3月）盛行北北西风；夏季为南南东风；秋季（9-10月）风向都为北风和东北风。由于海岛四面环海，海域宽阔，气流受阻小，故全年风速较大，年平均风速为5.0米/秒。以8月份最大为5.4米/秒，6月份最小为4.3米/秒。在台风、强冷空气和雷雨大风影响时，最大风速可达25米/秒以上，历年瞬间最大风速大于40米/秒。2、降水量：历年平均年降水量为1223.4毫米。一般主要集中在3-6月份（春雨和梅雨季节）和8-9月（台风季节）。盛夏和冬季气候干燥。3、雾：全年平均大雾天数为38天。3-6月为多雾季节；8月到翌年1月为少雾季节。影响本机场的主要是平流雾，其次为锋面雾和辐射雾。4、云高能见度：本机场常见的有层积云和高积云，云底高度分别为1500米和3500米，最低层高度为450米。其次是碎层云，云底高度为300米，下雨时，云底高度仅为150米左右。当天气不稳定时也有浓积云和积雨云，云底高度一般在800-1000米。全年85%的能见度在10千米以上，但在3-6月份的多雾季节中，有时能见度出现1000米以下。,,,,,
ZUAS,AVA,安顺,105.872,26.262,CN,中国,机场位于安顺市西郊经济技术开发区内，海拔1466.0米Ж属高原地区。多群丘陵，地势不平，机场西部北高南低，东部南高北低，东南6千米处是安顺市，机场南边有贵昆铁路，贵昆公路，黄果树大瀑布，西边有三岔河。春季（3？5月）：西南倒槽发展，多南大风，多云天气较多，但有时冷空气南下，雪雨冰雹危害较大，有倒春寒出现。夏季（6？8月）：多雷阵雨，大到暴雨，初夏低压活动频繁，夏末受太平洋副高控制，多云到晴天气居多，主导风向为南风，能见度很好。秋季（9？10月）：秋高气爽，早晚温差大，有时晨雾到10？11时，随着气温升高消散，晴天较多，晚秋易受冷空气影响，阴天天气增多。冬季（11？次年2月）：冷空气常在本区交汇，产生静止锋，多大雾毛毛雨，能见度很差，春节前后温度降到0℃以下，出现冻雨天气，但偶尔也受冷高压控制，能连续几个晴天，主要风向为东北风。,,,,,
ZUBD,BPX,昌都/邦达机场,97.107,30.557,CN,中国,机场区域内山峰连绵，沟壑纵横，地形复杂，机场西侧有八条大山沟，最高峰5951米。怒江、澜沧江两大水系分布于东西两侧，怒江支流玉曲河距跑道东侧约1千米，平行于跑道，玉曲河两岸较平坦，构成长70千米，宽1？3千米的邦达平原。机场区域性气候十分明显，风向以南风为主，占70？75%，降雨为多阵性，一般在11--12点，云高800--1500米，每年4--10月天气复杂多变，常有冰雹、雪。,,,,,
ZUCK,CKG,重庆/江北,106.642,29.718,CN,中国,本机场属于浅丘陵地形，机场东面的大坡顶山脉与跑道平行，距离7-12KM，高出场面300-450米；位于跑道中心236度、3.7KM处的县火葬厂烟囱、244度、4.7KM处的高岩头山，分别高出场面85.3米和130米；西北面的天福寨山，距跑道中心3KM，高出场面84.3米；北到西北面15KM以外的华  山，海拔高度为1000-1600米。南面12KM处为长江，西面10KM处为嘉陵江。机场15千米半径内最高障碍物为海拔900米。全年多阴天气，冬春季多层积云，夏季多对流云，盛夏多雷雨，夏季闷热，最高气温可达39.8度。雾与低云：雾一般在午夜生成，日出后增浓，十至十一时逐渐消散。全年能见度小于一千米的日数大约五十天。降水时多低云，云底高100-200米左右。雷雨出现在三至十月，出现时间一般是午后至傍晚，方位多数在机场的西南。全年以东北风为主，年平均风速3米/秒，雷雨时，风速有时可达18米/秒。,,,,,
ZUDC,DCY,稻城/亚丁,100.06,29.317,CN,中国,,,,,,
ZUDX,DAX,达州/河市坝,107.43,31.132,CN,中国,本机场地处丘陵地带。机场东、南方向紧靠洲河；西侧襄渝铁路，与跑道平行，北沿洲河为一山谷，地形复杂。东侧母猪石梁，紧靠洲河，山脚距跑道最近处仅300余米，高出场面168.8米。南端紧接望水垭山脚，净空条件差。春季（4？5月）：多雾，常伴有浮尘和霾，影响本场能见度，时有对流云出现，云中飞行有轻簸。夏季（6？8月）：多积雨云和雷暴，云中飞行有严重颠簸，锋面雷暴多集中在夜间，清晨消散，热雷暴出现在午后，伴有阵性大风，风速最大可达19米/秒或以上，是全年影响飞行危险最严重的一季。秋季（9？10月）：本季少云雨，能见度一般10公里以上，午后多对流云，雷暴少，本季是飞行最好的季节。冬季（11？3月）：多阴雨天气，云中飞行有结冰现象，能见度最恶劣的天气在12？1月份，低于1公里的天气在一月份上旬，持续15天左右，云高偏低，高度200米？400米。,,,,,
ZUGU,GYS,广元/盘龙,105.692,32.39,CN,中国,本机场地处四川盆地边缘，嘉陵江与白龙江交汇处，走马岭西南冀附近，跑道地势为西高东低，机场区域内高大障碍物较多，净空较差。广元机场位于市中区盘龙山顶，常年日照为260天，无雾期为320天，年最高温度为33度，最低温度1.9度，无冰、积雪，风力3？5级，风向为东西方向。,,,,,
ZUGY,KWE,贵阳龙洞堡机场,106.802,26.538,CN,中国,机场位于云贵高原黔东地区，属群山环抱的丘陵地区，地形比较复杂。春季（3？5月）：晴天较多，风速较大，有冰雹。由于西南热低压的发展，常出现连续几天的少云，常引起较大偏南大风。可超过中小型飞机侧风标准。冰雹危害较大，飞机及地面设备要注意防护。夏季（6？8月）：雷阵雨多，时有晴朗天气，降雨量占全年的一半，本季对流云发展旺盛，多雷雨，大雨、暴雨多在本季出现，易造成道面积水，对飞行有影响。当付高压脊延伸控制时，可出现少云天气。秋季（9？10月）：初秋多晴天，深秋多雨天。初秋常出现秋高气爽天气，10月份起冷空气活动影响增强，阴雨天气增多。冬季（11？2月）：阴雨低云，低能见度天气多，但雨量少，偶有晴朗天气。由于静止锋影响产生低云，低能见度，当有下雪或冻雨时，能使跑道凝冻，云中飞行有低到中度结冰，本季对飞行影响最大。,,,,,
ZUJZ,JZH,九寨沟黄龙机场,103.682,32.853,CN,中国,本机场位于松潘县红星乡西侧的一连续山腰上Ж附近为一走向近南北由东往西约偏北而展开的扇形斜坡上Ж属于缓坡地形Ж有七条冲沟横穿场区Ж场区自然地势走向是北高南低。沿跑道轴线两侧均有较高山脉Ж净空较差Ж南端净空较北端为好。距机场中心点093°方位、8.6千米处有一标高为5003米的雪山。半径50千米内的最高障碍物为标高5588米的雪宝顶。本机场年平均气温为7.8℃，年内绝对最高气温为27℃，出现在8月；年内绝对最低气温为-23.6℃，出现在1月。本场风向最多为偏南风（S，SW，SSW），次多风向为偏北风（N，NE，NW）。风速在5米/秒以下的为73%。午后多阵风且平均风速较大。本机场能见度较好，低云低能见度较少。,,,,,
ZULS,LXA,拉萨/贡嘎,90.912,29.298,CN,中国,本机场位于雅鲁藏布江南岸，羊卓雍湖东北部，四周环山，地形复杂，东西狭长约42千米，南北宽约6？9千米（南北山脚之间宽仅3？4千米）。东端净空稍好，西端较差，周围山高均在海拨5000米左右。机场南侧有东西方向拉萨至泽当公路，机场北侧有雅鲁藏布江，西南约40千米处有羊卓雍湖，东西有各嘎拉山。本场气象特点是：春风、夏雨、秋晴、冬干。春季（3？5月）：多东、西大风，常带有扬沙或浮尘，影响本场能见度（上午多东风，下午多西风），时有低云出现，有时还伴有降水（下雪）。在急流中飞行有中度以上颠簸。夏季（6？9月）：夏季多对流云和雷阵雨，尤以傍晚到夜间为盛，全年降水量几乎都集中在此季，地面多吹东风，能见度较好。秋季（10？11月）：云少，风小，能见度好，本季是飞行的最好季节。冬季（12？2月）：冬季少雨雪，湿度很小，时有东、西大风出现，产生扬沙或浮尘，地方性风以东风、南风为主，全季少云，有时出现高云。,,,,,
ZULZ,LZO,泸州/蓝田*,105.392,28.853,CN,中国,本机场紧靠长江南岸，四面环山，位于川南大丘陵之中。机场区域南面为高原山区，北面为小丘陵地带，呈南高北低之势。长江横贯机场区域。是最明显的线状地标之一：南有长宁河、永宁河、赤水河；北有沱江流至泸州市与长江汇合。川黔公路于机场南侧0.7千米处纵贯而过。点状地标有方山，山峰明显、突出，位于跑道西端8.5千米处。本机场常年主风向为东北风，次方向为西风，平均风速3米/秒。八月份天气最热。四季均有雾，冬季最多，一般为6时行，9？11时消，年平均雷暴日47天，出现于2？9月份，七月份最甚。,,,,,
ZUMY,MIG,绵阳/南郊*,104.74,31.43,CN,中国,本机场地处丘陵地区。东北面靠近涪江，东南地势较为平坦，西北面8千米开始进入丘陵地带，往西北山势逐渐增高，西北部50千米即进入茶坪山区，山势突然高起，中、小型机严禁进入。机场周围有多个明显地标，茶坪河、新桥河在绵阳流入涪江，宝成铁路、川陕公路、绵壁公路、成绵高速公路、绵中公路交于市区，空中易于识别。全年多为西北风和东南风，风速大时，多为东北风和东南风，阵风可达29米/秒。极端最高温度可达36.9°C，极端最低温度为？5.0°C，年平均气温为17.8°C。春季（3－5月）：多东南风和东北风，4－5月风速较大，春季天气较稳定，可飞天气历年月平均达26.36天，是飞行的好季节。夏秋季（6？10月）：为雨季，日降水量最多达267.1毫米，7？8月傍晚和夜间雷雨较多，9－10月常有夜间降水。冬季（11月？2月）：为雾季，12月最多雾日可达14天，能见度较差，一般在11点以后能见度大于2千米。,,,,,
ZUNC,NAO,南充/高坪机场*,106.162,30.795,CN,中国,场地沿东北？西南向呈浅丘地形，场区海拔在325？360米之间，相对高差30米左右，该区属侵蚀堆积地貌。全年以冬暖、春早、夏长、秋短、霜雪少为气候特征，属中亚热带湿润季风气候。多年平均风速1.2？1.5米/秒，全年静风时间约占20？50%。云高大于500米约占87.92%，全年平均雾日61.7天，平均霜日数为32天，冰雹平均日数0.6天。受季风影响，夏天降雨较多，冬季较少，春季稍多。,,,,,
ZUNZ,LZY,林芝,94.335,29.303,CN,中国,机场位于林芝地区行署所在地八一镇南部，雅鲁藏布江南岸的河谷地带，属西藏东南部，雅鲁藏布江中下游，接近印度，场区较为平坦，但两侧山体较高，净空条件比较复杂林芝机场属于藏东南山地亚热带季风气候带Ж亚热带山地季风气候特征明显Ж四季特征不够分明。夏半年，主要受印度西南季风影响Ж气候湿润Ж云层密布Ж雨日较多Ж雨季特征明显。冬半年Ж主要受大陆季风影响Ж多大风天气Ж降水偏少Ж气候相对干燥Ж旱季特征突出。该机场坐落于藏东南特定地理环境之中Ж具有高原机场Ж山区机场Ж峡谷机场及河谷机场兼而有之的复杂地理特征。林芝机场的地理环境不仅直接影响了净空条件Ж还直接影响了天气系统的活动Ж加上天气尺度的大气环流与不同尺度山谷风环流叠加的效应Ж进一步导致了机场地区航空天气的复杂多变性。林芝机场的主要天气概况有以下五点：①林芝机场全年降水日共190 个Ж林芝机场的雨季较长Ж全年降水主要分布在4-9 月份Ж共有142 个降水日。②林芝机场低云日数较多Ж全年的低云日数为265 个Ж其中3-10 月份为209 个Ж月均26 个。③林芝机场地面大风频繁Ж其中以1-3 月份最多Ж其次为10-12 月。林芝大风日变化比较明显Ж地面大风一般在下午出现。2002 年有103 天出现瞬时风速大于17M/S 的大风，风向主要为东南偏南方向。④雷暴相对较少Ж林芝机场雷暴主要出现在3-10 月份Ж其中以五月份最多。⑤林芝机场气候温暖湿润Ж林芝机场的基准,,,,,
ZURK,RKZ,日喀则,,,CN,中国,,,,,,
